search_string,start_time,end_time,sentence,video_id,video_url
başka biriyle herhangi bir şey yaşıyor musun kesinlikle bunun için seni takip ediyor takip etmeye çalışıyor,319,325,başka biriyle herhangi bir şey yaşıyor musun kesinlikle bunun için seni takip ediyor takip etmeye çalışıyor,KsZ_8oIQsv4,https://www.youtube.com/watch?v=KsZ_8oIQsv4&t=319s
nasıl olduğunu gördün zaten artık değil mi tekrar bir şeye ihtiyacın olduğu zaman gel buradan beraber,2614,2620,nasıl olduğunu gördün zaten artık değil mi tekrar bir şeye ihtiyacın olduğu zaman gel buradan beraber bakarız,N4YDaU51lvI,https://www.youtube.com/watch?v=N4YDaU51lvI&t=2614s
bir şekilde söylüyorum ve o zaman eminim ki çoğu kişi benim kadar da zor durumda değil o benim için,4774,4781,bir şekilde söylüyorum ve o zaman eminim ki çoğu kişi benim kadar da zor durumda değil o benim için,cUAQrHbbpZ8,https://www.youtube.com/watch?v=cUAQrHbbpZ8&t=4774s
benim kızım tamam bir şey yapmış hata yapmış olabilir ben bunu kabul ediyorum ama bu kadar da olmaz,3090,3097,benim kızım tamam bir şey yapmış hata yapmış olabilir ben bunu kabul ediyorum ama bu kadar da olmaz,CIQ3Ave21Kw,https://www.youtube.com/watch?v=CIQ3Ave21Kw&t=3090s
sıcak mı evet böyle işte tamam bir şey yok orada bakalım ne varmış bu da merak ediyorum şu dur bak,603,612,sıcak mı evet böyle işte tamam bir şey yok orada bakalım ne varmış bu da merak ediyorum şu dur bak,Mh3bgDLKt2o,https://www.youtube.com/watch?v=Mh3bgDLKt2o&t=603s
benim burada ne işim var neden bunu yapıyorum artık nereye kadar yapacağım bu çok rahatsız ediyor,273,278,benim burada ne işim var neden bunu yapıyorum artık nereye kadar yapacağım bu çok rahatsız ediyor,sHnvEDmE3so,https://www.youtube.com/watch?v=sHnvEDmE3so&t=273s
bu işi yaparım dedim o zaman süper dedi bitti yani bunun sebebi şu çünkü siz gece onun da da gece,5381,5389,bu işi yaparım dedim o zaman süper dedi bitti yani bunun sebebi şu çünkü siz gece onun da da gece,zgQbOmPp9pk,https://www.youtube.com/watch?v=zgQbOmPp9pk&t=5381s
bırakın falan diyor tamam tahmin ettim zaten çok bir şeyi olmadığını ama ne olur ne olmaz diye,350,356,uygulamayı bırakın falan diyor tamam tahmin ettim zaten çok bir şeyi olmadığını ama ne olur ne olmaz diye,cmQjfzOKFII,https://www.youtube.com/watch?v=cmQjfzOKFII&t=350s
bahsediyorsun doğru anlıyorum ve aynı tamam peki peki ya bir şey daha merak ettim hatta bence,2311,2317,bahsediyorsun doğru anlıyorum ve aynı tamam peki peki ya bir şey daha merak ettim hatta bence,Oz9wJkWAEec,https://www.youtube.com/watch?v=Oz9wJkWAEec&t=2311s
için önemli olan şey şu sizin şimdi benim için zaman çok önemli ben zamanı ne yapıyorum para,3164,3170,için önemli olan şey şu sizin şimdi benim için zaman çok önemli ben zamanı ne yapıyorum para,Rm6zwwnAVeA,https://www.youtube.com/watch?v=Rm6zwwnAVeA&t=3164s
