search_string,start_time,end_time,sentence,video_id,video_url
dus als het gaat om de slecht nieuws gesprekken dan wordt er blijkbaar getraind in die low context manier terwijl de uitdaging is hoe kan je dingen op een high context manier ook vertellen,1110,1121,dus als het gaat om de slecht nieuws gesprekken dan wordt er blijkbaar getraind in die low context manier terwijl de uitdaging is hoe kan je dingen op een high context manier ook vertellen,QPALQDtz7so,https://www.youtube.com/watch?v=QPALQDtz7so&t=1110s
op moment van bedenken is het blijkbaar niet zo dat dove mensen gaan denken van wat kan ik allemaal met mijn vingers mijn lichaam en laat ik eens even dit gebruiken als een nieuw gebaar,333,347,op moment van bedenken is het blijkbaar niet zo dat dove mensen gaan denken van wat kan ik allemaal met mijn vingers mijn lichaam en laat ik eens even dit gebruiken als een nieuw gebaar,xKhL2kGvszM,https://www.youtube.com/watch?v=xKhL2kGvszM&t=333s
en dan kun je wel zeggen daar heb ik eigenlijk geen ruimte voor dan haal er maar n uit het maakt niet uit probeer in ieder geval beide gevulde draden aan de buitenkant te eindigen,1876,1887,en dan kun je wel zeggen daar heb ik eigenlijk geen ruimte voor dan haal er maar n uit het maakt niet uit probeer in ieder geval beide gevulde draden aan de buitenkant te eindigen,37RqLFakmo0,https://www.youtube.com/watch?v=37RqLFakmo0&t=1876s
in ieder geval hartstikke bedankt ik denk dat de kijker thuis het heel inspirerend vond en als je meer informatie wilt hebben over het starten of het runnen van een bedrijf,611,621,in ieder geval hartstikke bedankt ik denk dat de kijker thuis het heel inspirerend vond en als je meer informatie wilt hebben over het starten of het runnen van een bedrijf,yD5aDc5N5qc,https://www.youtube.com/watch?v=yD5aDc5N5qc&t=611s
wij hadden op dinsdag contact die dag daarna zagen we elkaar voor het eerst en twee dagen later moesten we gelijk live op landelijke radio dus dat was wel echt bijzonder,386,394,wij hadden op dinsdag contact die dag daarna zagen we elkaar voor het eerst en twee dagen later moesten we gelijk live op landelijke radio dus dat was wel echt bijzonder,LemeIsc8Iy0,https://www.youtube.com/watch?v=LemeIsc8Iy0&t=386s
en afhankelijk van waar je woont in nederland is dat helemaal niet zo makkelijk om een tolk te vinden voor bijvoorbeeld morgen of overmorgen want dan zijn ze allemaal al,1103,1112,en afhankelijk van waar je woont in nederland is dat helemaal niet zo makkelijk om een tolk te vinden voor bijvoorbeeld morgen of overmorgen want dan zijn ze allemaal al volgeboekt,gQPOBsiqB_o,https://www.youtube.com/watch?v=gQPOBsiqB_o&t=1103s
dus voor dove mensen was het een bijzondere tijd heeft die tolk heel veel aandacht getrokken omdat er eindelijk informatie eens goed toegankelijk was hartstikke mooi,474,484,dus voor dove mensen was het een bijzondere tijd heeft die tolk heel veel aandacht getrokken omdat er eindelijk informatie eens goed toegankelijk was hartstikke mooi,gQPOBsiqB_o,https://www.youtube.com/watch?v=gQPOBsiqB_o&t=474s
pas veel later is die moeder naar haar toegekomen en heeft haar verteld wilt u nooit meer iemand zoals mij op deze manier vertellen dat ze haar kind gaat verliezen,1001,1013,pas veel later is die moeder naar haar toegekomen en heeft haar verteld wilt u nooit meer iemand zoals mij op deze manier vertellen dat ze haar kind gaat verliezen,QPALQDtz7so,https://www.youtube.com/watch?v=QPALQDtz7so&t=1001s
maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,142,152,maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,jY7Wfl92qis,https://www.youtube.com/watch?v=jY7Wfl92qis&t=142s
ja ondernemen sowieso weet je het is gewoon ik ben bijna in de wieg gelegd want mijn vader mn moeder mn broer mn zuster hebben allemaal een eigen onderneming,282,290,ja ondernemen sowieso weet je het is gewoon ik ben bijna in de wieg gelegd want mijn vader mn moeder mn broer mn zuster hebben allemaal een eigen onderneming,yD5aDc5N5qc,https://www.youtube.com/watch?v=yD5aDc5N5qc&t=282s
