search_string,start_time,end_time,sentence,video_id,video_url
het zijn geen net zoals met de voice of wat wij heel vaak hier doen is natuurlijk gewoon talenten jachten en dan zie je natuurlijk iemand die nog niet zijn identiteit weet om het zo te zeggen,517,529,het zijn geen net zoals met de voice of wat wij heel vaak hier doen is natuurlijk gewoon talenten jachten en dan zie je natuurlijk iemand die nog niet zijn identiteit weet om het zo te zeggen,bBYvUrZhWXs,https://www.youtube.com/watch?v=bBYvUrZhWXs&t=517s
dus als het gaat om de slecht nieuws gesprekken dan wordt er blijkbaar getraind in die low context manier terwijl de uitdaging is hoe kan je dingen op een high context manier ook vertellen,1110,1121,dus als het gaat om de slecht nieuws gesprekken dan wordt er blijkbaar getraind in die low context manier terwijl de uitdaging is hoe kan je dingen op een high context manier ook vertellen,QPALQDtz7so,https://www.youtube.com/watch?v=QPALQDtz7so&t=1110s
op moment van bedenken is het blijkbaar niet zo dat dove mensen gaan denken van wat kan ik allemaal met mijn vingers mijn lichaam en laat ik eens even dit gebruiken als een nieuw gebaar,333,347,op moment van bedenken is het blijkbaar niet zo dat dove mensen gaan denken van wat kan ik allemaal met mijn vingers mijn lichaam en laat ik eens even dit gebruiken als een nieuw gebaar,xKhL2kGvszM,https://www.youtube.com/watch?v=xKhL2kGvszM&t=333s
het is inderdaad mogelijk om bij elkaar te blijven volgen maar het feit dat de slipstream niet meer zoveel effect heeft als dat we gewend zijn kan misschien wel een grote rol spelen,261,270,het is inderdaad mogelijk om bij elkaar te blijven volgen maar het feit dat de slipstream niet meer zoveel effect heeft als dat we gewend zijn kan misschien wel een grote rol spelen,7D5ZiQsUy48,https://www.youtube.com/watch?v=7D5ZiQsUy48&t=261s
en afhankelijk van waar je woont in nederland is dat helemaal niet zo makkelijk om een tolk te vinden voor bijvoorbeeld morgen of overmorgen want dan zijn ze allemaal al volgeboekt,1103,1112,en afhankelijk van waar je woont in nederland is dat helemaal niet zo makkelijk om een tolk te vinden voor bijvoorbeeld morgen of overmorgen want dan zijn ze allemaal al volgeboekt,gQPOBsiqB_o,https://www.youtube.com/watch?v=gQPOBsiqB_o&t=1103s
en dan kun je wel zeggen daar heb ik eigenlijk geen ruimte voor dan haal er maar n uit het maakt niet uit probeer in ieder geval beide gevulde draden aan de buitenkant te eindigen,1876,1887,en dan kun je wel zeggen daar heb ik eigenlijk geen ruimte voor dan haal er maar n uit het maakt niet uit probeer in ieder geval beide gevulde draden aan de buitenkant te eindigen,37RqLFakmo0,https://www.youtube.com/watch?v=37RqLFakmo0&t=1876s
maar wel heel fijn en de vlinders vliegen weer omhoog ow kijk nou eens ze gaan op beide oren zitten goed stilliggen nu je voelt ook dat heel je lichaam al stil is gaan liggen he,618,638,maar wel heel fijn en de vlinders vliegen weer omhoog ow kijk nou eens ze gaan op beide oren zitten goed stilliggen nu je voelt ook dat heel je lichaam al stil is gaan liggen he,iJb2QNlOkpY,https://www.youtube.com/watch?v=iJb2QNlOkpY&t=618s
in ieder geval hartstikke bedankt ik denk dat de kijker thuis het heel inspirerend vond en als je meer informatie wilt hebben over het starten of het runnen van een bedrijf,611,621,in ieder geval hartstikke bedankt ik denk dat de kijker thuis het heel inspirerend vond en als je meer informatie wilt hebben over het starten of het runnen van een bedrijf,yD5aDc5N5qc,https://www.youtube.com/watch?v=yD5aDc5N5qc&t=611s
wij hadden op dinsdag contact die dag daarna zagen we elkaar voor het eerst en twee dagen later moesten we gelijk live op landelijke radio dus dat was wel echt bijzonder,386,394,wij hadden op dinsdag contact die dag daarna zagen we elkaar voor het eerst en twee dagen later moesten we gelijk live op landelijke radio dus dat was wel echt bijzonder,LemeIsc8Iy0,https://www.youtube.com/watch?v=LemeIsc8Iy0&t=386s
irma ja maar logisch ik denk nu ook kinderen van die leeftijd vinden het ook niet leuk om tolken in de klas te hebben want je wil gewoon hetzelfde zijn als alle anderen,940,948,irma ja maar logisch ik denk nu ook kinderen van die leeftijd vinden het ook niet leuk om tolken in de klas te hebben want je wil gewoon hetzelfde zijn als alle anderen,GG9RNnB1yy8,https://www.youtube.com/watch?v=GG9RNnB1yy8&t=940s
met andere woorden allemaal beroepen die wel technisch iets inhouden maar niet altijd veel materiaal nodig hebben of het materiaal wordt op een ander moment geleverd,418,428,met andere woorden allemaal beroepen die wel technisch iets inhouden maar niet altijd veel materiaal nodig hebben of het materiaal wordt op een ander moment geleverd,8jmOuLksBJ0,https://www.youtube.com/watch?v=8jmOuLksBJ0&t=418s
dus voor dove mensen was het een bijzondere tijd heeft die tolk heel veel aandacht getrokken omdat er eindelijk informatie eens goed toegankelijk was hartstikke mooi,474,484,dus voor dove mensen was het een bijzondere tijd heeft die tolk heel veel aandacht getrokken omdat er eindelijk informatie eens goed toegankelijk was hartstikke mooi,gQPOBsiqB_o,https://www.youtube.com/watch?v=gQPOBsiqB_o&t=474s
