search_string,start_time,end_time,sentence,video_id,video_url
hier slapen alle dieren in rust en wij gaan de slaap boom kijk daar is ie en het is een prachtige grote boom wou wat ziet hij er toch sterk uit en mooi van kleur ook jullie landen daar op een grote,1251,1273,hier slapen alle dieren in rust en wij gaan de slaap boom kijk daar is ie en het is een prachtige grote boom wou wat ziet hij er toch sterk uit en mooi van kleur ook jullie landen daar op een grote tak op de slaap boom en je ziet een hol,iJb2QNlOkpY,https://www.youtube.com/watch?v=iJb2QNlOkpY&t=1251s
nou ik ben in ieder geval heel blij mee en ik heb een beetje het idee dat dit mijn laatste ronde gaat zijn dus ik vind het heel leuk dat ik deze band nog heb kunnen maken,1478,1487,nou ik ben in ieder geval heel blij mee en ik heb een beetje het idee dat dit mijn laatste ronde gaat zijn dus ik vind het heel leuk dat ik deze band nog heb kunnen maken,4OE321XI9ko,https://www.youtube.com/watch?v=4OE321XI9ko&t=1478s
maar het is wel belangrijk als jullie groeien wat jullie op dit moment ook aan het doen zijn en wat jullie doel is om te zorgen dat er stukje beleid komt ook voor,547,557,maar het is wel belangrijk als jullie groeien wat jullie op dit moment ook aan het doen zijn en wat jullie doel is om te zorgen dat er stukje beleid komt ook voor,k1vwT6_PBi8,https://www.youtube.com/watch?v=k1vwT6_PBi8&t=547s
maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,142,152,maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,jY7Wfl92qis,https://www.youtube.com/watch?v=jY7Wfl92qis&t=142s
niet te kijken naar het gedrag van de mensen zoals we dat regelmatig in ons werk voor jullie doen maar hebben wij naar het gedrag van de wilde dieren gekeken,27,35,daar stonden wij een keertje niet te kijken naar het gedrag van de mensen zoals we dat regelmatig in ons werk voor jullie doen maar hebben wij naar het gedrag van de wilde dieren gekeken,YQh4Xulq0Fo,https://www.youtube.com/watch?v=YQh4Xulq0Fo&t=27s
nou ik vind persoonlijk dat we al best wel veel doen daaraan we willen eigenlijk natuurlijk dat alle data zo veilig mogelijk blijft en dat doen we momenteel,186,195,nou ik vind persoonlijk dat we al best wel veel doen daaraan we willen eigenlijk natuurlijk dat alle data zo veilig mogelijk blijft en dat doen we momenteel voornamelijk,UAF4SO0KCJA,https://www.youtube.com/watch?v=UAF4SO0KCJA&t=186s
dit is een deur met helder glas dus je houdt het zicht op de hal tegelijkertijd krijg je het licht van buiten ook in de hal dat is een vrij donkere ruimte,74,83,dit is een deur met helder glas dus je houdt het zicht op de hal tegelijkertijd krijg je het licht van buiten ook in de hal dat is een vrij donkere ruimte,7h0DroHBgSo,https://www.youtube.com/watch?v=7h0DroHBgSo&t=74s
het is niet zoals normaal gesproken met een rit maar ik hoop dat jullie het wel weer leuk hebben gevonden en dat we een goed beeld hebben kunnen geven van,540,547,het is niet zoals normaal gesproken met een rit maar ik hoop dat jullie het wel weer leuk hebben gevonden en dat we een goed beeld hebben kunnen geven van truckstar,30VEWrWtiqg,https://www.youtube.com/watch?v=30VEWrWtiqg&t=540s
juist om zo veel mogelijk duidelijkheid te bieden en voor jezelf is het ook fijn je werkt altijd met dezelfde cli nten waardoor je ze ook echt goed kent,59,65,juist om zo veel mogelijk duidelijkheid te bieden en voor jezelf is het ook fijn je werkt altijd met dezelfde cli nten waardoor je ze ook echt goed kent,sqE1FL3BF1k,https://www.youtube.com/watch?v=sqE1FL3BF1k&t=59s
super leuk nu zie je het nog niet heel goed maar straks wordt het wel donker want we zijn v st weer laat terug en dan kun je heel goed zien dat die ster,756,764,super leuk nu zie je het nog niet heel goed maar straks wordt het wel donker want we zijn v st weer laat terug en dan kun je heel goed zien dat die ster verlicht is,Z0czr5G9r0s,https://www.youtube.com/watch?v=Z0czr5G9r0s&t=756s
