search_string,start_time,end_time,sentence,video_id,video_url
eso de lo que es la la el el,5747,5753,eso de lo que es la la el el,UVeOYNyXd0k,https://www.youtube.com/watch?v=UVeOYNyXd0k&t=5747s
si lo que se está es una un,23,25,clama y al si lo que se está es una un,rP0PowPzbJE,https://www.youtube.com/watch?v=rP0PowPzbJE&t=23s
es que por qué no para en,2158,2160,es que por qué no para en casa,l1fO8CJN7Bw,https://www.youtube.com/watch?v=l1fO8CJN7Bw&t=2158s
de por sí sí es un que,979,982,de por sí sí es un que viene,kqdoxv8Ft7Q,https://www.youtube.com/watch?v=kqdoxv8Ft7Q&t=979s
la una que es para los,98,103,desde la una que es para los,2DvDa1DL9iM,https://www.youtube.com/watch?v=2DvDa1DL9iM&t=98s
pero es que no es para,579,581,pero es que no es para menos,vNrtkGZ9T98,https://www.youtube.com/watch?v=vNrtkGZ9T98&t=579s
sí y eso no está bien,1286,1289,sí y eso no está bien,rDjI4dayW0w,https://www.youtube.com/watch?v=rDjI4dayW0w&t=1286s
pero eso no está bien,115,118,pero eso no está bien,9SgQzczB3ik,https://www.youtube.com/watch?v=9SgQzczB3ik&t=115s
es por eso que en el,108,112,es por eso que en el,8WVfGbSex4E,https://www.youtube.com/watch?v=8WVfGbSex4E&t=108s
bien y qué es lo que,54,58,bien y qué es lo que vamos a,H4Zn2Wgq6hY,https://www.youtube.com/watch?v=H4Zn2Wgq6hY&t=54s
de lo que está en la,1455,1459,fuera de lo que está en la,hMEiV7dEhOY,https://www.youtube.com/watch?v=hMEiV7dEhOY&t=1455s
no eso no está bien,2625,2628,no eso no está bien,4R5G3KRrFbw,https://www.youtube.com/watch?v=4R5G3KRrFbw&t=2625s
lo que no está bien,1133,1135,lo que no está bien,Q27WKCj5iDY,https://www.youtube.com/watch?v=Q27WKCj5iDY&t=1133s
no eso no está bien,176,179,no eso no está bien,9J6hqMwgdsM,https://www.youtube.com/watch?v=9J6hqMwgdsM&t=176s
no eso no está bien,3204,3206,no eso no está bien,ELBi1U9neKY,https://www.youtube.com/watch?v=ELBi1U9neKY&t=3204s
que se está de bien,1191,1193,que se está de bien aquí,PrqhWNfZhPg,https://www.youtube.com/watch?v=PrqhWNfZhPg&t=1191s
no eso no está bien,2625,2627,no eso no está bien,To9J6Bv7Y5Y,https://www.youtube.com/watch?v=To9J6Bv7Y5Y&t=2625s
no eso no está bien,885,887,no eso no está bien,1rNMEHbEMzM,https://www.youtube.com/watch?v=1rNMEHbEMzM&t=885s
no eso no está bien,52,55,no eso no está bien,qoLqYqjexyg,https://www.youtube.com/watch?v=qoLqYqjexyg&t=52s
