search_string,start_time,end_time,sentence,video_id,video_url
pero es que si ese era tu plan para qué dejas salir a gente que puede testificar diciendo que había putos zombis salían con coches y maletas podrían haber grabado cualquier cosa o haber enviado por internet alguna grabación,398,410,pero es que si ese era tu plan para qué dejas salir a gente que puede testificar diciendo que había putos zombis salían con coches y maletas podrían haber grabado cualquier cosa o haber enviado por internet alguna grabación,Ur8vnsSGa7U,https://www.youtube.com/watch?v=Ur8vnsSGa7U&t=398s
genial problema resuelto excepto que aquí es donde nos ponemos un poco más técnicos esta solución tiene sus propios problemas con los autos de alto rendimiento como los que se encuentran en la fórmula uno,254,264,genial problema resuelto excepto que aquí es donde nos ponemos un poco más técnicos esta solución tiene sus propios problemas con los autos de alto rendimiento como los que se encuentran en la fórmula uno,cTdqYOaZNtQ,https://www.youtube.com/watch?v=cTdqYOaZNtQ&t=254s
todos estos cortes se pueden hacer usando una sierra circular o puede cortar la madera en la ferretería donde la compró por supuesto tener estas herramientas en el taller solo hace tu vida más fácil,70,81,todos estos cortes se pueden hacer usando una sierra circular o puede cortar la madera en la ferretería donde la compró por supuesto tener estas herramientas en el taller solo hace tu vida más fácil,ZCGlkmnwFaE,https://www.youtube.com/watch?v=ZCGlkmnwFaE&t=70s
incluso después de la muerte el cuerpo humano permanece vivo el pelo y las uñas siguen creciendo se producen nuevas células y el mismo cerebro contiene una pequeña carga eléctrica que tarda meses en,218,232,incluso después de la muerte el cuerpo humano permanece vivo el pelo y las uñas siguen creciendo se producen nuevas células y el mismo cerebro contiene una pequeña carga eléctrica que tarda meses en disiparse,oLuBvogL88U,https://www.youtube.com/watch?v=oLuBvogL88U&t=218s
pero todavía podría usarla si cree que su piloto y automóvil son mucho mejores para manejar los neumáticos y la competencia o si espera alguna interrupción en la carrera como un coche de seguridad,296,307,pero todavía podría usarla si cree que su piloto y automóvil son mucho mejores para manejar los neumáticos y la competencia o si espera alguna interrupción en la carrera como un coche de seguridad,Xq64fmkeETo,https://www.youtube.com/watch?v=Xq64fmkeETo&t=296s
las cosas han avanzado en términos de tecnología donde no necesitamos hacer eso tanto por un tipo de simulación de mundo virtual y es tan preciso que ahora podemos obtener mucho de ese trabajo,745,756,las cosas han avanzado en términos de tecnología donde no necesitamos hacer eso tanto por un tipo de simulación de mundo virtual y es tan preciso que ahora podemos obtener mucho de ese trabajo,O0rkwLyf3BA,https://www.youtube.com/watch?v=O0rkwLyf3BA&t=745s
para hacer experimentos dudo que necesiten a tanta gente no sé podría ser también para usarlos de escudos humanos y evitar el bombardeo masivo pero ya hemos visto que a los rebeldes se la,387,397,para hacer experimentos dudo que necesiten a tanta gente no sé podría ser también para usarlos de escudos humanos y evitar el bombardeo masivo pero ya hemos visto que a los rebeldes se la suda un poco eso,DlUnYlm_NvA,https://www.youtube.com/watch?v=DlUnYlm_NvA&t=387s
económica de viajar por londres pero también es muy muy lenta así que solamente lo recomiendo para pasear después les voy a contar la diferencia entre los hop on hop off y los autobuses,214,226,económica de viajar por londres pero también es muy muy lenta así que solamente lo recomiendo para pasear después les voy a contar la diferencia entre los hop on hop off y los autobuses urbanos,qxLDjDhDMPY,https://www.youtube.com/watch?v=qxLDjDhDMPY&t=214s
porque al principio hubo una fuerte reacción de libertad como europeos al respecto pero cuando pasaron uno o dos años nos dimos cuenta de que solo vale para los británicos en realidad,672,685,porque al principio hubo una fuerte reacción de libertad como europeos al respecto pero cuando pasaron uno o dos años nos dimos cuenta de que solo vale para los británicos en realidad,VzTvwxq1pz4,https://www.youtube.com/watch?v=VzTvwxq1pz4&t=672s
después de tomar una decisión sobre lo que quería poner aquí encontré algunas velas que funcionan con baterías termino la abertura cortando un panel duro y pintando con spray negro,126,136,después de tomar una decisión sobre lo que quería poner aquí encontré algunas velas que funcionan con baterías termino la abertura cortando un panel duro y pintando con spray negro,XNsOTiQXR84,https://www.youtube.com/watch?v=XNsOTiQXR84&t=126s
