search_string,start_time,end_time,sentence,video_id,video_url
dan toch mee omdat ze weet dat de vader anders alleen gaat en dan gaat ze mee om misschien toch,264,270,dan toch mee omdat ze weet dat de vader anders alleen gaat en dan gaat ze mee om misschien toch,knaPebpdfcI,https://www.youtube.com/watch?v=knaPebpdfcI&t=264s
als ik het niet ben ik zeggen jaar dan heb jij het niet door alleen tegen ben en ik zeg jaar,2017,2024,lieg als ik het niet ben ik zeggen jaar dan heb jij het niet door alleen tegen ben en ik zeg jaar,iLJg6UP0y_8,https://www.youtube.com/watch?v=iLJg6UP0y_8&t=2017s
daar is nog wel iets meer over te zeggen maar daar kom ik een andere keer nog wel op terug,703,708,daar is nog wel iets meer over te zeggen maar daar kom ik een andere keer nog wel op terug,gQPOBsiqB_o,https://www.youtube.com/watch?v=gQPOBsiqB_o&t=703s
en het komt ook omdat je heel goed moet weten waar je voor gaat en wat je beter kunt laten,203,210,en het komt ook omdat je heel goed moet weten waar je voor gaat en wat je beter kunt laten liggen,c5DtYHHKMK0,https://www.youtube.com/watch?v=c5DtYHHKMK0&t=203s
en toen dacht ik van nou dit moet ik hebben dit is iets voor mij waar ik al die tijd naar,146,155,en toen dacht ik van nou dit moet ik hebben dit is iets voor mij waar ik al die tijd naar zocht,9crP_C_ZvB8,https://www.youtube.com/watch?v=9crP_C_ZvB8&t=146s
ik dacht ja ik moet hier wel iets mee doen maar wat ga ik dan doen en hoe ga ik dat doen,664,668,ik raakt een beetje in paniek want ik dacht ja ik moet hier wel iets mee doen maar wat ga ik dan doen en hoe ga ik dat doen,GG9RNnB1yy8,https://www.youtube.com/watch?v=GG9RNnB1yy8&t=664s
zeggen wat bent u aan doen niet kan ik iets voor u wat ben je een doen is na ik doe een,1183,1188,zeggen wat bent u aan doen niet kan ik iets voor u wat ben je een doen is na ik doe een klein beetje,g01V_H0TU8o,https://www.youtube.com/watch?v=g01V_H0TU8o&t=1183s
jij zei toen dit of jij hebt toen dat gedaan ik doe dit dus waarom kan jij dat ook niet,1494,1499,jij zei toen dit of jij hebt toen dat gedaan ik doe dit dus waarom kan jij dat ook niet,05b5ALhkQ9w,https://www.youtube.com/watch?v=05b5ALhkQ9w&t=1494s
dus ja ik denk zeker dat het heel anders is en ik denk ook wel dat ik misschien nog wel,265,269,dus ja ik denk zeker dat het heel anders is en ik denk ook wel dat ik misschien nog wel,eldUSfVfYMc,https://www.youtube.com/watch?v=eldUSfVfYMc&t=265s
weten waar dat we het over hebben en dat mensen kunnen zien die hebben toch het een en,449,455,weten waar dat we het over hebben en dat mensen kunnen zien die hebben toch het een en ander te vertellen,cldApoCk_Ag,https://www.youtube.com/watch?v=cldApoCk_Ag&t=449s
