search_string,start_time,end_time,sentence,video_id,video_url
kijk bijvoorbeeld naar een gebaar als wonen of vakantie daar is er geen enkele relatie als je zon woord wilt begrijpen dan moet je het dus uit je hoofd geleerd hebben,234,244,kijk bijvoorbeeld naar een gebaar als wonen of vakantie daar is er geen enkele relatie als je zon woord wilt begrijpen dan moet je het dus uit je hoofd geleerd hebben,oewqQ6RkNT8,https://www.youtube.com/watch?v=oewqQ6RkNT8&t=234s
super leuk nu zie je het nog niet heel goed maar straks wordt het wel donker want we zijn v st weer laat terug en dan kun je heel goed zien dat die ster verlicht is,756,764,super leuk nu zie je het nog niet heel goed maar straks wordt het wel donker want we zijn v st weer laat terug en dan kun je heel goed zien dat die ster verlicht is,Z0czr5G9r0s,https://www.youtube.com/watch?v=Z0czr5G9r0s&t=756s
maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,142,152,maar veel verder kom ik niet want er is in een klas altijd wel eentje die zich niet om de tuin laat leiden en toch echt heeft gezien dat jij het bent die praat,jY7Wfl92qis,https://www.youtube.com/watch?v=jY7Wfl92qis&t=142s
en ja dat is wel gewoon iets wat je toch ondanks dat je het nu leuk vindt om te doen zijn dat ook dingen waaraan je denkt voor de volgende stap van goh weetje,229,237,en ja dat is wel gewoon iets wat je toch ondanks dat je het nu leuk vindt om te doen zijn dat ook dingen waaraan je denkt voor de volgende stap van goh weetje,5S5QX4ZK3Q0,https://www.youtube.com/watch?v=5S5QX4ZK3Q0&t=229s
ik kan me nu ook wel een beetje voorstellen hoe iemand zich voelt die inderdaad daadwerkelijk in de gevangenis zit en een ontsnapping aan het voorbereiden is,166,174,ik kan me nu ook wel een beetje voorstellen hoe iemand zich voelt die inderdaad daadwerkelijk in de gevangenis zit en een ontsnapping aan het voorbereiden is,c3kFCnzQdHs,https://www.youtube.com/watch?v=c3kFCnzQdHs&t=166s
jij doet het nog wel met een lach maar dat is volgens mij een beetje een smerige lach je bedoelt eigenlijk gewoon oprotten ik was hier helemaal niet blij mee,157,162,jij doet het nog wel met een lach maar dat is volgens mij een beetje een smerige lach je bedoelt eigenlijk gewoon oprotten ik was hier helemaal niet blij mee,GTzlYqUaf30,https://www.youtube.com/watch?v=GTzlYqUaf30&t=157s
ja ondernemen sowieso weet je het is gewoon ik ben bijna in de wieg gelegd want mijn vader mn moeder mn broer mn zuster hebben allemaal een eigen onderneming,282,290,ja ondernemen sowieso weet je het is gewoon ik ben bijna in de wieg gelegd want mijn vader mn moeder mn broer mn zuster hebben allemaal een eigen onderneming,yD5aDc5N5qc,https://www.youtube.com/watch?v=yD5aDc5N5qc&t=282s
dus toen op een gegeven moment zei mijn vriendje destijds van waarom kijk je iedere dag naar haar ik hoor heel de dag alleen maar goedemorgen ik ga dit doen,174,183,dus toen op een gegeven moment zei mijn vriendje destijds van waarom kijk je iedere dag naar haar ik hoor heel de dag alleen maar goedemorgen ik ga dit doen,5S5QX4ZK3Q0,https://www.youtube.com/watch?v=5S5QX4ZK3Q0&t=174s
en er zijn mensen inderdaad daar heb ik wel eens een filmpje van gezien die doen het precies andersom er zit geen verschil in het effect is exact hetzelfde,4227,4235,en er zijn mensen inderdaad daar heb ik wel eens een filmpje van gezien die doen het precies andersom er zit geen verschil in het effect is exact hetzelfde,37RqLFakmo0,https://www.youtube.com/watch?v=37RqLFakmo0&t=4227s
het is niet zoals normaal gesproken met een rit maar ik hoop dat jullie het wel weer leuk hebben gevonden en dat we een goed beeld hebben kunnen geven van,540,547,het is niet zoals normaal gesproken met een rit maar ik hoop dat jullie het wel weer leuk hebben gevonden en dat we een goed beeld hebben kunnen geven van truckstar,30VEWrWtiqg,https://www.youtube.com/watch?v=30VEWrWtiqg&t=540s
