,CustomerID,Recency,Frequency,Monetary,cluster
0,12346,5.786897381366708,1.0986122886681098,0.0,3
1,12747,1.0986122886681098,4.6443908991413725,8.342127645985029,1
2,12748,0.0,8.40290404501411,10.254375383391665,1
3,12749,1.3862943611198906,5.44673737166631,8.260803046308393,1
4,12820,1.3862943611198906,4.0943445622221,6.849426769082011,0
5,12821,5.3706380281276624,1.9459101490553132,4.540311613639595,3
6,12822,4.2626798770413155,3.871201010907891,6.824351930676353,4
7,12823,4.31748811353631,1.791759469228055,7.473353138595107,2
8,12824,4.0943445622221,3.258096538021482,5.986753467377863,2
9,12826,1.0986122886681098,4.553876891600541,7.292418861060857,1
10,12827,1.791759469228055,3.258096538021482,6.066456057398334,0
11,12828,1.0986122886681098,4.04305126783455,6.9272735521280175,0
12,12829,5.777652323222656,2.5649493574615367,5.537531098039741,2
13,12830,3.6375861597263857,3.6888794541139363,8.817208891026835,4
14,12831,5.572154032177765,2.302585092994046,5.3755098623779425,3
15,12832,3.4965075614664802,3.332204510175204,5.950720674536128,0
16,12833,4.983606621708336,3.2188758248682006,6.0363901104609745,2
17,12834,5.645446897643238,2.9444389791664403,5.7474165116762626,2
18,12836,4.0943445622221,5.1647859739235145,7.867626437402385,4
19,12837,5.159055299214529,2.5649493574615367,4.906015244966153,3
20,12838,3.5263605246161616,4.795790545596741,6.511671032679724,4
21,12839,1.0986122886681098,5.75890177387728,8.62777166979729,1
22,12840,4.969813299576001,4.762173934797756,7.906646674937272,4
23,12841,1.6094379124341003,6.073044534100405,8.254952719286159,1
24,12842,4.2626798770413155,3.5553480614894135,7.0210750356778515,4
25,12843,4.189654742026425,4.6913478822291435,7.427596143075045,4
26,12844,3.4011973816621555,3.970291913552122,5.7898378392560215,0
27,12845,5.5909869805108565,3.332204510175204,5.872371278471126,2
28,12847,3.1354942159291497,4.442651256490317,6.738910501075306,4
29,12849,3.4657359027997265,3.8918202981106265,6.918982022596603,4
30,12851,4.574710978503383,3.871201010907891,4.8889195354121595,2
31,12852,5.673323267171493,3.044522437723423,5.7062793548547885,2
32,12853,4.68213122712422,4.442651256490317,7.540462195730666,4
33,12854,4.3694478524670215,4.74493212836325,7.156098631318089,4
34,12855,5.921578419643816,1.3862943611198906,3.66612246699132,3
35,12856,2.0794415416798357,5.752572638825633,7.675327881303346,1
36,12857,5.351858133476067,3.8501476017100584,7.009770204388867,2
37,12863,3.970291913552122,1.9459101490553132,6.224954390476336,3
38,12864,4.9344739331306915,1.3862943611198906,4.998022756045412,3
39,12867,3.295836866004329,6.306275286948016,8.283933645527382,1
40,12868,5.225746673713202,4.68213122712422,7.382783762475619,4
41,12871,4.442651256490317,2.4849066497880004,5.9444777558836455,2
42,12872,5.7899601708972535,4.204692619390966,6.398545016483998,2
43,12873,5.645446897643238,1.6094379124341003,5.926926025970411,3
44,12875,4.969813299576001,1.0986122886681098,5.841310038608051,3
45,12877,1.3862943611198906,5.043425116919247,7.337438090181039,1
46,12878,2.9444389791664403,3.912023005428146,6.736539820528287,0
47,12879,3.8066624897703196,2.5649493574615367,6.316388212083643,2
48,12881,5.62040086571715,2.0794415416798357,5.700443573390687,3
49,12882,2.302585092994046,2.6390573296152584,7.288955016552378,0
50,12883,3.2188758248682006,3.7612001156935624,6.5574457470395595,0
51,12884,4.48863636973214,2.0794415416798357,5.736733574795887,3
52,12885,4.1588830833596715,4.290459441148391,7.055545775656713,4
53,12886,4.219507705176107,4.465908118654584,7.209406822434692,4
54,12888,5.3706380281276624,2.0794415416798357,5.751842213399761,3
55,12890,3.2188758248682006,4.382026634673881,5.934153180394868,0
56,12891,5.225746673713202,1.3862943611198906,5.805134968916488,3
57,12893,3.4339872044851463,3.4657359027997265,5.179252259389097,0
58,12895,3.7612001156935624,3.2188758248682006,5.853064177371955,2
59,12897,5.3230099791384085,1.6094379124341003,5.382198850528739,3
60,12901,2.1972245773362196,4.836281906951478,9.698558358080183,1
61,12902,5.579729825986222,2.3978952727983707,4.939354092091292,3
62,12904,2.9444389791664403,4.276666119016055,6.208710743156107,0
63,12906,2.4849066497880004,4.1588830833596715,7.979616254055094,1
64,12908,4.07753744390572,1.6094379124341003,5.5093883366279774,3
65,12909,3.6888794541139363,4.574710978503383,7.663797443311735,4
66,12910,3.1780538303479458,4.330733340286331,8.031398334442155,4
67,12912,1.0986122886681098,3.2188758248682006,7.416558859796489,0
68,12913,1.6094379124341003,3.9318256327243257,7.817879034084851,1
69,12915,5.003946305945459,3.1354942159291497,5.898937989430242,2
70,12916,4.9344739331306915,4.663439094112067,7.980074925695323,4
71,12917,4.859812404361672,1.0986122886681098,6.38856140554563,3
72,12919,2.1972245773362196,3.970291913552122,7.171994707307368,0
73,12920,2.8903717578961645,3.332204510175204,5.098524063842042,0
74,12921,1.3862943611198906,6.60934924316738,9.70447182020006,1
75,12922,5.087596335232384,3.367295829986474,6.007288682454868,2
76,12923,4.174387269895637,3.367295829986474,5.158020281009314,2
77,12924,4.48863636973214,3.4657359027997265,6.836205570142061,2
78,12925,1.6094379124341003,3.828641396489095,6.5439837854231016,0
79,12928,3.58351893845611,4.442651256490317,7.6322557672000775,4
80,12929,4.812184355372417,2.302585092994046,4.664382045619938,3
81,12930,4.3694478524670215,3.332204510175204,6.018349875889364,2
82,12931,3.091042453358316,4.634728988229636,10.41821983536267,1
83,12933,3.2188758248682006,4.68213122712422,6.408989969708513,4
84,12935,1.0986122886681098,4.875197323201151,7.6766822477180074,1
85,12936,2.8903717578961645,4.1588830833596715,6.921559559958534,0
86,12937,2.772588722239781,4.795790545596741,7.316727563085719,4
87,12938,3.258096538021482,2.302585092994046,4.7461487792476635,3
88,12939,4.174387269895637,3.871201010907891,9.357276518099342,4
89,12940,3.8501476017100584,4.61512051684126,6.760924410517091,4
90,12942,4.882801922586371,4.2626798770413155,6.517080256346608,2
91,12944,3.58351893845611,3.4339872044851463,6.406071078133402,0
92,12945,5.666426688112432,3.1780538303479458,6.139776787799188,2
93,12947,4.969813299576001,4.6443908991413725,7.250131481419013,4
94,12948,2.833213344056216,4.77912349311153,7.627885130871969,4
95,12949,3.4339872044851463,5.393627546352362,8.3294216101825,4
96,12950,1.0986122886681098,3.1780538303479458,7.519692404116539,0
97,12951,2.1972245773362196,4.189654742026425,6.949923566842682,0
98,12952,1.791759469228055,4.394449154672439,7.232617522558202,1
99,12953,2.302585092994046,2.8903717578961645,5.801665100458068,0
100,12955,0.6931471805599453,5.214935757608986,8.462791914355538,1
101,12956,5.726847747587197,2.995732273553991,4.691989877940651,3
102,12957,1.6094379124341003,5.501258210544727,8.289047148479236,1
103,12962,2.0794415416798357,2.833213344056216,5.588708266810736,0
104,12963,2.1972245773362196,4.574710978503383,7.518623503327577,1
105,12965,4.499809670330265,4.6913478822291435,6.647441909990046,4
106,12966,2.302585092994046,2.3978952727983707,5.0825217528963655,0
107,12967,1.3862943611198906,3.5263605246161616,7.0865288825604065,0
